fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,Wine Region,Wine Color
7.0,0.24,0.36,2.8,0.034,22.0,112.0,0.99,3.19,0.38,12.6,8,Terras De Cister,Red
6.6,0.21,0.29,5.35,0.029,43.0,106.0,0.99112,2.93,0.43,11.5,7,Madeira,Red
7.7,0.3,0.23,2.0,0.068,28.0,138.0,0.99382,3.11,0.62,9.8,5,Lisboa,White
5.3,0.31,0.38,10.5,0.031,53.0,140.0,0.99321,3.34,0.46,11.7,6,Minho,Red
7.1,0.21,0.33,1.2,0.039,34.0,97.0,0.99112,3.11,0.75,11.2,6,Madeira,Red
7.0,0.35,0.31,1.8,0.069,15.0,162.0,0.9944,3.18,0.47,9.4,5,Minho,Rose
8.3,0.24,0.27,2.1,0.03,22.0,162.0,0.9914,2.99,0.68,11.9,6,Terras De Cister,White
6.0,0.35,0.51,1.2,0.029,10.0,102.0,0.9903,3.46,0.42,11.9,6,Terras De Cister,Red
6.5,0.24,0.36,2.2,0.027,36.0,134.0,0.9898,3.28,0.36,12.5,7,Madeira,Red
6.2,0.36,0.45,10.4,0.06,22.0,184.0,0.99711,3.31,0.56,9.8,6,Madeira,Rose
7.3,0.18,0.29,1.0,0.036,26.0,101.0,0.99,3.09,0.37,11.7,6,Tejo,White
7.6,0.27,0.52,3.2,0.043,28.0,152.0,0.99129,3.02,0.53,11.4,6,Algarve,Red
6.5,0.27,0.26,8.2,0.042,21.0,133.0,0.99612,3.43,0.64,9.8,6,Setubal,Rose
6.9,0.18,0.38,8.1,0.049,44.0,176.0,0.9958,3.3,0.54,9.8,6,Terras De Cister,White
6.5,0.21,0.35,5.7,0.043,47.0,197.0,0.99392,3.24,0.5,10.1,6,Beira Atlantico,Red
6.8,0.22,0.35,17.5,0.039,38.0,153.0,0.9994,3.24,0.42,9,6,Beira Interior,White
7.0,0.31,0.35,1.6,0.063,13.0,119.0,0.99184,3.22,0.5,10.7,5,Terras De Cister,White
7.6,0.3,0.38,2.1,0.043,10.0,98.0,0.99296,3.17,0.65,11,5,Douro Valley,Red
5.3,0.3,0.3,1.2,0.029,25.0,93.0,0.98742,3.31,0.4,13.6,7,Lisboa,Red
7.8,0.28,0.34,1.6,0.028,32.0,118.0,0.9901,3.0,0.38,12.1,7,Tejo,Rose
6.5,0.23,0.39,1.9,0.036,41.0,98.0,0.99,3.19,0.43,11.9,7,Minho,White
6.0,0.36,0.16,6.3,0.036,36.0,191.0,0.9942,3.17,0.62,9.8,5,Lisboa,White
6.6,0.18,0.28,3.3,0.044,18.0,91.0,0.993,3.42,0.64,10.8,6,Setubal,Rose
7.6,0.28,0.39,1.9,0.052,23.0,116.0,0.9941,3.25,0.4,10.4,6,Setubal,White
6.1,0.45,0.27,0.8,0.039,13.0,82.0,0.9927,3.23,0.32,9.5,5,Transmontano,Red
7.4,0.25,0.36,13.2,0.067,53.0,178.0,0.9976,3.01,0.48,9,6,Beira Atlantico,Rose
6.5,0.43,0.28,11.25,0.032,31.0,87.0,0.9922,3.02,0.38,12.4,6,Lisboa,Red
7.1,0.32,0.34,14.5,0.039,46.0,150.0,0.995,3.38,0.5,12.5,8,Transmontano,White
6.8,0.18,0.32,7.2,0.047,17.0,109.0,0.99498,3.42,0.44,10.4,6,Transmontano,White
6.3,0.2,0.19,12.3,0.048,54.0,145.0,0.99668,3.16,0.42,9.3,6,Lisboa,Red
7.0,0.26,0.26,10.8,0.039,37.0,184.0,0.99787,3.47,0.58,10.3,7,Dao,Red
8.0,0.25,0.35,1.1,0.054,13.0,136.0,0.99366,3.08,0.55,9.5,5,Douro Valley,Rose
6.8,0.27,0.28,7.8,0.038,26.0,89.0,0.9915,3.24,0.34,12.5,6,Douro Valley,White
7.6,0.38,0.28,4.2,0.029,7.0,112.0,0.9906,3.0,0.41,12.6,6,Terras De Cister,White
5.5,0.16,0.31,1.2,0.026,31.0,68.0,0.9898,3.33,0.44,11.65,6,Lisboa,Rose
6.6,0.24,0.38,8.0,0.042,56.0,187.0,0.99577,3.21,0.46,9.2,5,Dao,White
6.4,0.105,0.29,1.1,0.035,44.0,140.0,0.99142,3.17,0.55,10.7,7,Dao,Rose
7.6,0.34,0.39,7.6,0.04,45.0,215.0,0.9965,3.11,0.53,9.2,6,Tejo,White
7.0,0.26,0.46,15.55,0.037,61.0,171.0,0.9986,2.94,0.35,8.8,6,Terras De Cister,White
8.0,0.3,0.49,9.4,0.046,47.0,188.0,0.9964,3.14,0.48,10,5,Beira Interior,White
6.4,0.25,0.32,0.9,0.034,40.0,114.0,0.99114,3.31,0.58,10.8,7,Dao,Red
6.3,0.13,0.42,1.1,0.043,63.0,146.0,0.99066,3.13,0.72,11.2,7,Madeira,Red
6.5,0.3,0.32,2.0,0.044,34.0,90.0,0.99185,3.37,0.68,11,7,Transmontano,Red
6.8,0.23,0.33,1.9,0.047,20.0,101.0,0.9914,3.1,0.46,11.1,6,Lisboa,White
6.5,0.19,0.34,1.6,0.029,39.0,116.0,0.98954,3.21,0.68,12.5,6,Beira Interior,Red
6.3,0.34,0.29,6.2,0.046,29.0,227.0,0.9952,3.29,0.53,10.1,6,Madeira,Red
6.2,0.38,0.42,2.5,0.038,34.0,117.0,0.99132,3.36,0.59,11.6,7,Transmontano,Rose
7.2,0.32,0.24,5.6,0.033,23.0,120.0,0.99334,2.92,0.66,10.3,7,Beira Atlantico,Rose
6.9,0.25,0.34,1.3,0.035,27.0,82.0,0.99045,3.18,0.44,12.2,6,Minho,Rose
6.8,0.3,0.35,2.8,0.038,10.0,164.0,0.9912,3.09,0.53,12,6,Madeira,White
6.0,0.45,0.42,1.1,0.051,61.0,197.0,0.9932,3.02,0.4,9,5,Terras De Cister,Red
7.4,0.25,0.36,2.05,0.05,31.0,100.0,0.992,3.19,0.44,10.8,6,Terras De Cister,Red
6.3,0.39,0.24,6.9,0.069,9.0,117.0,0.9942,3.15,0.35,10.2,4,Tejo,Red
7.9,0.2,0.34,1.2,0.04,29.0,118.0,0.9932,3.14,0.41,10.6,6,Lisboa,Red
6.2,0.28,0.33,1.7,0.029,24.0,111.0,0.99,3.24,0.5,12.1,6,Tejo,White
8.0,0.24,0.48,6.8,0.047,13.0,134.0,0.99616,3.23,0.7,10,5,Madeira,Rose
6.7,0.31,0.09,1.4,0.039,53.0,141.0,0.99206,3.12,0.44,10.1,5,Setubal,White
6.9,0.25,0.27,9.05,0.039,37.0,128.0,0.9936,3.27,0.34,11.3,8,Lisboa,White
6.7,0.24,0.46,2.2,0.033,19.0,111.0,0.99045,3.1,0.62,11.9,6,Madeira,Rose
6.6,0.26,0.46,6.9,0.047,59.0,183.0,0.99594,3.2,0.45,9.3,5,Madeira,White
6.2,0.24,0.27,2.9,0.039,30.0,123.0,0.98959,3.12,0.37,12.8,6,Minho,White
6.4,0.42,0.19,9.3,0.043,28.0,145.0,0.99433,3.23,0.53,10.98,5,Douro Valley,Red
6.6,0.24,0.28,1.8,0.028,39.0,132.0,0.99182,3.34,0.46,11.4,5,Tejo,Rose
7.8,0.18,0.46,13.6,0.052,38.0,118.0,0.998,3.15,0.5,10,6,Beira Atlantico,Rose
6.8,0.23,0.32,8.6,0.046,47.0,159.0,0.99452,3.08,0.52,10.5,6,Minho,Rose
7.2,0.24,0.36,2.0,0.029,21.0,63.0,0.99076,3.13,0.63,12.5,6,Beira Interior,Rose
7.4,0.28,0.25,11.9,0.053,25.0,148.0,0.9976,3.1,0.62,9.2,5,Beira Atlantico,White
4.9,0.335,0.14,1.3,0.036,69.0,168.0,0.99212,3.47,0.46,1.046.666.667,5,Madeira,White
7.6,0.31,0.29,10.5,0.04,21.0,145.0,0.9966,3.04,0.35,9.4,5,Minho,Red
7.5,0.38,0.56,9.7,0.055,15.0,170.0,0.99605,3.13,0.65,9.9,6,Dao,Rose
7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,7,Dao,Red
6.6,0.33,0.31,1.3,0.02,29.0,89.0,0.99035,3.26,0.44,12.4,8,Dao,Red
6.5,0.28,0.34,3.6,0.04,29.0,121.0,0.99111,3.28,0.48,12.1,7,Dao,White
7.0,0.23,0.36,7.1,0.028,31.0,104.0,0.9922,3.35,0.47,12.1,8,Beira Interior,Rose
6.3,0.12,0.36,2.1,0.044,47.0,146.0,0.9914,3.27,0.74,11.4,7,Beira Atlantico,Rose
6.6,0.35,0.35,6.0,0.063,31.0,150.0,0.99537,3.1,0.47,9.4,6,Lisboa,White
6.8,0.17,0.34,2.0,0.04,38.0,111.0,0.99,3.24,0.45,12.9,6,Algarve,Rose
8.4,0.23,0.32,1.3,0.048,59.0,113.0,0.99178,3.1,0.55,11,6,Setubal,Rose
7.3,0.24,0.39,17.95,0.057,45.0,149.0,0.9999,3.21,0.36,8.6,5,Beira Atlantico,Rose
8.0,0.2,0.36,1.2,0.032,21.0,78.0,0.9921,3.08,0.37,10.4,6,Minho,Rose
8.7,0.31,0.21,5.6,0.039,28.0,67.0,0.99328,2.96,0.52,11,4,Setubal,Red
6.1,0.28,0.16,1.3,0.06,36.0,126.0,0.99353,3.13,0.46,8.7,6,Setubal,Red
6.6,0.28,0.09,10.9,0.051,37.0,131.0,0.99566,2.93,0.62,9.5,6,Madeira,Rose
7.2,0.18,0.31,1.1,0.045,20.0,73.0,0.9925,3.32,0.4,10.8,7,Minho,White
8.4,0.19,0.43,2.1,0.052,20.0,104.0,0.994,2.85,0.46,9.5,5,Tejo,Rose
7.4,0.45,0.32,7.1,0.044,17.0,117.0,0.9962,3.32,0.41,10.4,4,Tejo,White
6.7,0.26,0.29,7.1,0.036,28.0,100.0,0.99534,3.08,0.36,9.3,6,Madeira,White
8.3,0.18,0.3,1.1,0.033,20.0,57.0,0.99109,3.02,0.51,11,6,Douro Valley,Rose
5.5,0.24,0.32,8.7,0.06,19.0,102.0,0.994,3.27,0.31,10.4,5,Beira Atlantico,Red
6.2,0.2,0.26,1.1,0.047,42.0,119.0,0.99158,3.48,0.6,11,7,Tejo,Red
6.8,0.33,0.44,7.0,0.05,29.0,155.0,0.9955,3.14,0.42,9.5,5,Beira Atlantico,Rose
6.4,0.23,0.35,10.3,0.042,54.0,140.0,0.9967,3.23,0.47,9.2,5,Madeira,Red
7.0,0.31,0.52,1.7,0.029,5.0,61.0,0.9918,3.07,0.43,10.4,5,Tejo,Rose
7.2,0.18,0.45,4.4,0.046,57.0,166.0,0.9943,3.13,0.62,11.2,6,Lisboa,Rose
4.7,0.335,0.14,1.3,0.036,69.0,168.0,0.99212,3.47,0.46,10.5,5,Lisboa,Red
6.9,0.32,0.13,7.8,0.042,11.0,117.0,0.996,3.23,0.37,9.2,5,Transmontano,Rose
6.6,0.19,0.28,1.1,0.044,38.0,100.0,0.9904,3.22,0.69,11.2,6,Douro Valley,Rose
7.2,0.43,0.24,6.7,0.058,40.0,163.0,0.995,3.2,0.41,9.9,5,Alentejo,Rose
7.0,0.29,0.54,10.7,0.046,59.0,234.0,0.9966,3.05,0.61,9.5,5,Minho,White
8.3,0.14,0.34,1.1,0.042,7.0,47.0,0.9934,3.47,0.4,10.2,6,Transmontano,Rose
7.4,0.16,0.49,1.2,0.055,18.0,150.0,0.9917,3.23,0.47,11.2,6,Madeira,White
6.1,0.105,0.31,1.3,0.037,55.0,145.0,0.9912,3.41,0.41,11.1,7,Madeira,White
6.1,0.25,0.48,15.8,0.052,25.0,94.0,0.99782,3.07,0.45,9.2,6,Tejo,Rose
7.9,0.18,0.33,1.2,0.033,20.0,72.0,0.9922,3.12,0.38,10.5,7,Transmontano,Red
6.7,0.3,0.5,12.1,0.045,38.0,127.0,0.9974,3.04,0.53,8.9,6,Beira Interior,White
7.1,0.12,0.3,3.1,0.018,15.0,37.0,0.99004,3.02,0.52,11.9,7,Tejo,Rose
6.8,0.21,0.26,11.7,0.038,61.0,152.0,0.99523,3.02,0.56,10.5,7,Tejo,White
6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.99906,3.08,0.46,8.8,6,Beira Atlantico,White
7.6,0.48,0.31,9.4,0.046,6.0,194.0,0.99714,3.07,0.61,9.4,5,Madeira,Red
6.5,0.29,0.31,1.7,0.035,24.0,79.0,0.99053,3.27,0.69,11.4,7,Madeira,White
7.0,0.28,0.33,14.6,0.043,47.0,168.0,0.9994,3.34,0.67,8.8,6,Dao,Red
6.8,0.27,0.29,4.6,0.046,6.0,88.0,0.99458,3.34,0.48,10.6,4,Madeira,Rose
8.0,0.27,0.33,1.2,0.05,41.0,103.0,0.99002,3.0,0.45,12.4,6,Beira Atlantico,Red
6.8,0.19,0.32,7.6,0.049,37.0,107.0,0.99332,3.12,0.44,10.7,7,Lisboa,White
6.2,0.25,0.38,7.9,0.045,54.0,208.0,0.99572,3.17,0.46,9.1,5,Tejo,Red
6.7,0.31,0.32,14.5,0.038,6.0,79.0,0.99412,3.14,0.34,12.5,5,Terras De Cister,Rose
6.0,0.28,0.27,15.5,0.036,31.0,134.0,0.99408,3.19,0.44,13,7,Beira Interior,Rose
7.0,0.16,0.32,8.3,0.045,38.0,126.0,0.9958,3.21,0.34,9.2,5,Terras De Cister,White
7.6,0.29,0.42,1.3,0.035,18.0,86.0,0.9908,2.99,0.39,11.3,5,Madeira,Rose
6.6,0.3,0.25,8.0,0.036,21.0,124.0,0.99362,3.06,0.38,10.8,6,Alentejo,White
7.0,0.48,0.12,4.5,0.05,23.0,86.0,0.99398,2.86,0.35,9,5,Algarve,White
6.6,0.37,0.24,2.0,0.064,23.0,120.0,0.9946,3.32,0.54,9.4,5,Douro Valley,Rose
5.9,0.24,0.3,2.0,0.033,28.0,92.0,0.99225,3.39,0.69,10.9,7,Beira Atlantico,White
5.0,0.44,0.04,18.6,0.039,38.0,128.0,0.9985,3.37,0.57,10.2,6,Beira Atlantico,Rose
5.6,0.42,0.34,2.4,0.022,34.0,97.0,0.98915,3.22,0.38,12.8,7,Setubal,Rose
7.7,0.26,0.4,1.1,0.042,9.0,60.0,0.9915,2.89,0.5,10.6,5,Algarve,White
6.6,0.17,0.35,2.6,0.03,33.0,78.0,0.99146,3.22,0.72,11.3,6,Alentejo,Red
8.0,0.32,0.36,4.6,0.042,56.0,178.0,0.9928,3.29,0.47,12,6,Transmontano,Red
6.5,0.32,0.23,8.5,0.051,20.0,138.0,0.9943,3.03,0.42,10.7,5,Douro Valley,Red
7.4,0.21,0.27,7.3,0.031,41.0,144.0,0.9932,3.15,0.38,11.8,7,Beira Interior,White
7.1,0.23,0.23,3.5,0.038,23.0,112.0,0.99157,3.05,0.37,1.136.666.667,6,Transmontano,White
7.6,0.15,0.4,1.3,0.036,24.0,112.0,0.9932,3.14,0.76,10,5,Transmontano,Red
6.9,0.19,0.38,1.15,0.023,30.0,105.0,0.99047,3.11,0.38,11.4,5,Algarve,White
6.7,0.47,0.29,4.75,0.034,29.0,134.0,0.99056,3.29,0.46,13,7,Madeira,White
6.0,0.27,0.27,1.6,0.046,32.0,113.0,0.9924,3.41,0.51,10.5,7,Algarve,Rose
7.5,0.18,0.39,1.9,0.054,23.0,91.0,0.9941,3.27,0.45,10.3,6,Algarve,Red
6.2,0.36,0.38,3.2,0.031,20.0,89.0,0.98956,3.06,0.33,12,7,Dao,Red
8.0,0.28,0.42,7.1,0.045,41.0,169.0,0.9959,3.17,0.43,10.6,5,Algarve,Red
7.2,0.17,0.41,1.6,0.052,24.0,126.0,0.99228,3.19,0.49,10.8,5,Beira Atlantico,Red
7.1,0.26,0.49,2.2,0.032,31.0,113.0,0.9903,3.37,0.42,12.9,9,Lisboa,Rose
7.3,0.24,0.29,1.2,0.037,37.0,97.0,0.9926,3.19,0.7,10.1,6,Alentejo,Red
6.5,0.27,0.4,10.0,0.039,74.0,227.0,0.99582,3.18,0.5,9.4,5,Alentejo,Red
8.1,0.22,0.43,1.5,0.044,28.0,129.0,0.9938,3.22,0.45,11,6,Lisboa,Rose
5.6,0.19,0.31,2.7,0.027,11.0,100.0,0.98964,3.46,0.4,13.2,7,Beira Interior,Red
6.7,0.25,0.23,7.2,0.038,61.0,220.0,0.9952,3.14,0.35,9.5,5,Transmontano,White
7.3,0.27,0.37,9.7,0.042,36.0,130.0,0.9979,3.48,0.75,9.9,6,Lisboa,White
6.8,0.23,0.48,1.5,0.036,35.0,165.0,0.99162,3.18,0.45,11.3,6,Lisboa,White
5.6,0.19,0.27,0.9,0.04,52.0,103.0,0.99026,3.5,0.39,11.2,5,Beira Interior,Red
6.4,0.46,0.22,14.7,0.047,51.0,183.0,0.998275,3.39,0.6,10.5,5,Algarve,Red
8.0,0.14,0.33,1.2,0.045,71.0,162.0,0.9914,3.07,0.47,11,6,Minho,Red
7.3,0.19,0.24,6.3,0.054,34.0,231.0,0.9964,3.36,0.54,10,6,Lisboa,Rose
6.7,0.4,0.22,8.8,0.052,24.0,113.0,0.99576,3.22,0.45,9.4,5,Lisboa,White
5.7,0.32,0.5,2.6,0.049,17.0,155.0,0.9927,3.22,0.64,10,6,Transmontano,Rose
7.0,0.28,0.28,1.4,0.039,12.0,83.0,0.99173,3.18,0.65,11.1,5,Algarve,Rose
8.2,0.18,0.28,8.5,0.035,41.0,140.0,0.9952,3.04,0.37,10.1,7,Beira Interior,Red
7.2,0.23,0.39,2.3,0.033,29.0,102.0,0.9908,3.26,0.54,12.3,7,Beira Interior,White
7.1,0.34,0.15,1.2,0.053,61.0,183.0,0.9936,3.09,0.43,9.2,5,Beira Atlantico,Red
6.6,0.29,0.29,1.8,0.036,38.0,102.0,0.98819,3.08,0.42,13.7,7,Dao,White
6.9,0.14,0.38,1.0,0.041,22.0,81.0,0.99043,3.03,0.54,11.4,6,Madeira,White
6.7,0.41,0.24,5.4,0.035,33.0,115.0,0.9901,3.12,0.44,1.289.333.333,7,Algarve,Red
5.9,0.19,0.21,1.7,0.045,57.0,135.0,0.99341,3.32,0.44,9.5,5,Transmontano,Red
7.1,0.2,0.31,7.4,0.053,32.0,211.0,0.99587,3.31,0.59,10.4,6,Minho,Red
6.4,0.3,0.38,7.8,0.046,35.0,192.0,0.9955,3.1,0.37,9,5,Algarve,Rose
6.7,0.26,0.3,1.8,0.043,25.0,121.0,0.9944,3.44,0.61,10.2,6,Beira Atlantico,White
6.7,0.35,0.48,8.8,0.056,35.0,167.0,0.99628,3.04,0.47,9.4,5,Tejo,Rose
7.6,0.21,0.35,1.2,0.041,7.0,106.0,0.9914,3.06,0.45,11.3,4,Lisboa,Red
7.6,0.31,0.24,1.8,0.037,39.0,150.0,0.9913,3.05,0.44,11.8,7,Algarve,Red
7.4,0.3,0.32,1.7,0.03,23.0,128.0,0.9929,3.17,0.66,10.9,5,Madeira,White
7.4,0.19,0.3,1.4,0.057,33.0,135.0,0.993,3.12,0.5,9.6,6,Setubal,Rose
7.2,0.34,0.2,5.8,0.062,52.0,203.0,0.99461,3.17,0.44,9.8,6,Tejo,Red
6.0,0.42,0.41,12.4,0.032,50.0,179.0,0.99622,3.14,0.6,9.7,5,Minho,White
6.6,0.25,0.3,1.6,0.046,32.0,134.0,0.993,3.42,0.51,10.1,7,Beira Atlantico,White
8.5,0.15,0.49,1.5,0.031,17.0,122.0,0.9932,3.03,0.4,10.3,6,Minho,Red
7.3,0.16,0.35,1.5,0.036,29.0,108.0,0.99342,3.27,0.51,10.2,6,Dao,Red
6.2,0.31,0.23,3.3,0.052,34.0,113.0,0.99429,3.16,0.48,8.4,5,Algarve,White
7.6,0.17,0.45,11.2,0.054,56.0,137.0,0.997,3.15,0.47,10,5,Setubal,Rose
6.6,0.27,0.25,1.2,0.033,36.0,111.0,0.98918,3.16,0.37,12.4,6,Tejo,Red
5.7,0.21,0.32,0.9,0.038,38.0,121.0,0.99074,3.24,0.46,10.6,6,Transmontano,White
7.3,0.22,0.26,1.5,0.04,32.0,172.0,0.99194,3.27,0.48,11.2,6,Dao,White
5.7,0.29,0.16,7.9,0.044,48.0,197.0,0.99512,3.21,0.36,9.4,5,Douro Valley,White
7.4,0.26,0.31,7.6,0.047,52.0,177.0,0.9962,3.13,0.45,8.9,6,Tejo,White
8.0,0.22,0.31,5.6,0.049,24.0,97.0,0.993,3.1,0.42,10.9,5,Lisboa,Rose
6.1,0.41,0.24,1.6,0.049,16.0,137.0,0.993,3.32,0.5,10.4,6,Lisboa,White
6.6,0.25,0.41,7.4,0.043,29.0,151.0,0.9946,3.15,0.6,10.2,7,Dao,Red
7.4,0.2,0.36,1.2,0.038,44.0,111.0,0.9926,3.36,0.34,9.9,6,Lisboa,Red
6.6,0.25,0.51,8.0,0.047,61.0,189.0,0.99604,3.22,0.49,9.2,5,Minho,Red
6.8,0.24,0.29,2.0,0.044,15.0,96.0,0.99232,3.23,0.64,10.4,8,Beira Interior,Rose
6.9,0.2,0.5,10.0,0.036,78.0,167.0,0.9964,3.15,0.55,10.2,6,Alentejo,White
7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9,7,Minho,Rose
6.4,0.22,0.56,14.5,0.055,27.0,159.0,0.998,2.98,0.4,9.1,5,Lisboa,White
6.4,0.15,0.29,1.8,0.044,21.0,115.0,0.99166,3.1,0.38,10.2,5,Douro Valley,White
7.1,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,3.07,0.53,9.1,7,Minho,Red
7.8,0.21,0.49,1.2,0.036,20.0,99.0,0.99,3.05,0.28,12.1,7,Beira Atlantico,Rose
7.4,0.15,0.42,1.7,0.045,49.0,154.0,0.992,3.0,0.6,10.4,6,Beira Atlantico,White
7.7,0.28,0.39,8.9,0.036,8.0,117.0,0.9935,3.06,0.38,12,7,Setubal,Red
6.8,0.18,0.35,5.4,0.054,53.0,143.0,0.99287,3.1,0.54,11,7,Terras De Cister,Rose
7.7,0.42,0.31,9.2,0.048,22.0,221.0,0.9969,3.06,0.61,9.2,6,Terras De Cister,White
5.8,0.31,0.32,4.5,0.024,28.0,94.0,0.98906,3.25,0.52,13.7,7,Tejo,Red
6.4,0.26,0.21,7.1,0.04,35.0,162.0,0.9956,3.39,0.58,9.9,6,Terras De Cister,White
7.7,0.39,0.49,7.7,0.036,11.0,110.0,0.9966,3.33,0.76,10,6,Douro Valley,Red
8.0,0.25,0.26,14.0,0.043,41.0,248.0,0.9986,3.03,0.57,8.7,6,Lisboa,Rose
6.8,0.22,0.35,5.5,0.043,21.0,114.0,0.9938,3.3,0.53,10.7,7,Transmontano,Rose
7.5,0.41,0.23,14.8,0.054,28.0,174.0,0.99898,3.18,0.49,9.7,5,Transmontano,Red
6.9,0.21,0.49,1.4,0.041,15.0,164.0,0.9927,3.25,0.63,11,5,Lisboa,White
6.6,0.42,0.13,12.8,0.044,26.0,158.0,0.99772,3.24,0.47,9,5,Transmontano,Red
6.1,0.38,0.42,5.0,0.016,31.0,113.0,0.99007,3.15,0.31,12.4,7,Douro Valley,Red
6.3,0.22,0.33,1.7,0.041,67.0,164.0,0.9928,3.32,0.56,10.4,6,Beira Interior,Rose
7.1,0.16,0.25,1.3,0.034,28.0,123.0,0.9915,3.27,0.55,11.4,6,Tejo,Rose
6.1,0.24,0.25,1.6,0.044,24.0,115.0,0.9921,3.39,0.59,10.9,6,Minho,Red
6.9,0.29,0.23,8.6,0.056,56.0,215.0,0.9967,3.17,0.44,8.8,5,Lisboa,Red
6.2,0.18,0.49,4.5,0.047,17.0,90.0,0.9919,3.27,0.37,11.6,6,Alentejo,Rose
7.0,0.21,0.28,8.7,0.045,37.0,222.0,0.9954,3.25,0.54,10.4,6,Lisboa,Rose
7.3,0.33,0.22,1.4,0.041,40.0,177.0,0.99287,3.14,0.48,9.9,5,Beira Atlantico,White
7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,3.1,0.5,9.2,6,Beira Interior,White
6.9,0.29,0.25,12.2,0.04,29.0,136.0,0.99552,3.05,0.65,10.4,6,Dao,Red
6.2,0.2,0.32,2.8,0.05,17.0,126.0,0.9936,3.18,0.55,9.4,6,Madeira,Rose
7.9,0.22,0.45,14.2,0.038,53.0,141.0,0.9992,3.03,0.46,9.2,6,Algarve,White
7.8,0.25,0.37,1.0,0.043,10.0,80.0,0.99128,3.08,0.38,11.4,5,Alentejo,Rose
6.9,0.23,0.32,16.4,0.045,62.0,153.0,0.9972,3.22,0.42,10.5,5,Minho,White
6.4,0.31,0.4,6.4,0.039,39.0,191.0,0.99513,3.14,0.52,9.8,5,Algarve,Red
7.2,0.2,0.31,10.0,0.054,49.0,165.0,0.997,3.4,0.42,9.9,6,Terras De Cister,Red
6.8,0.35,0.53,10.1,0.053,37.0,151.0,0.9963,3.07,0.4,9.4,5,Lisboa,White
7.5,0.38,0.5,12.8,0.042,57.0,184.0,0.9984,3.09,0.46,9,6,Transmontano,Rose
6.4,0.22,0.32,7.2,0.028,15.0,83.0,0.993,3.13,0.55,10.9,8,Terras De Cister,Red
8.5,0.3,0.28,3.1,0.054,54.0,174.0,0.99543,3.21,0.43,9.4,6,Alentejo,Rose
7.0,0.46,0.39,6.2,0.039,46.0,163.0,0.9928,3.21,0.35,12.2,7,Terras De Cister,Red
7.0,0.2,0.49,5.9,0.038,39.0,128.0,0.9938,3.21,0.48,10.8,6,Setubal,Red
6.5,0.315,0.2,6.6,0.041,9.0,126.0,0.99494,2.94,0.51,8.8,5,Setubal,White
6.8,0.21,0.36,18.1,0.046,32.0,133.0,1.0,3.27,0.48,8.8,5,Transmontano,Rose
6.3,0.37,0.28,6.3,0.034,45.0,152.0,0.9921,3.29,0.46,11.6,7,Algarve,White
6.0,0.27,0.26,1.3,0.038,32.0,138.0,0.99125,3.46,0.43,11.1,6,Minho,Rose
7.0,0.17,0.36,6.4,0.055,42.0,123.0,0.99318,3.11,0.5,11,8,Terras De Cister,White
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8,Transmontano,Red
6.7,0.34,0.26,1.9,0.038,58.0,138.0,0.9893,3.0,0.47,12.2,7,Beira Interior,Rose
7.7,0.28,0.33,6.7,0.037,32.0,155.0,0.9951,3.39,0.62,10.7,7,Alentejo,White
6.1,0.25,0.49,7.6,0.052,67.0,226.0,0.9956,3.16,0.47,8.9,5,Setubal,White
7.0,0.44,0.24,12.1,0.056,68.0,210.0,0.99718,3.05,0.5,9.5,5,Minho,White
6.7,0.27,0.33,3.6,0.034,9.0,45.0,0.99144,3.08,0.4,10.5,6,Alentejo,Red
6.8,0.36,0.24,4.6,0.039,24.0,124.0,0.9909,3.27,0.34,12.6,7,Algarve,Red
8.4,0.22,0.28,18.8,0.028,55.0,130.0,0.998,2.96,0.35,11.6,5,Minho,Red
6.6,0.32,0.47,15.6,0.063,27.0,173.0,0.99872,3.18,0.56,9,5,Douro Valley,Rose
5.0,0.33,0.18,4.6,0.032,40.0,124.0,0.99114,3.18,0.4,11,6,Terras De Cister,Rose
5.9,0.22,0.18,6.4,0.041,28.0,120.0,0.99403,3.27,0.5,9.9,5,Douro Valley,Red
7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,7,Alentejo,Rose
8.0,0.45,0.28,10.8,0.051,25.0,157.0,0.9957,3.06,0.47,11.4,7,Tejo,Rose
8.2,0.2,0.38,3.5,0.053,41.0,174.0,0.99306,3.22,0.41,11.6,5,Tejo,Red
6.4,0.31,0.31,12.9,0.045,55.0,161.0,0.99546,3.02,0.59,10.2,5,Terras De Cister,Rose
8.7,0.22,0.42,2.3,0.053,27.0,114.0,0.994,2.99,0.43,10,5,Alentejo,White
8.2,0.27,0.39,7.8,0.039,49.0,208.0,0.9976,3.31,0.51,9.5,6,Beira Interior,Rose
5.9,0.3,0.47,7.85,0.03,19.0,133.0,0.9933,3.52,0.43,11.5,7,Douro Valley,Red
